Test-focused sweep: runs=10000 / candidates=77616 (epochs=3, split_strategy=random, seed=42, split=70/15/15, train_max_samples=50000)
[1580/10000] base2  hidden=256,128                  bs=2048 lr=0.0003 do=0.02 wd=0.005  test_rmse=3.0263  test_acc=0.88%  (2.96s)
[1581/10000] big3   hidden=1024,512,256             bs=8192 lr=0.0003 do=0.02 wd=0.0005 test_rmse=5.6295  test_acc=0.00%  (5.35s)
[1582/10000] tiny2  hidden=64,32                    bs=8192 lr=0.0005 do=0.2  wd=1e-06  test_rmse=12.4898  test_acc=0.00%  (2.92s)
[1583/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.003  do=0.15 wd=0.0001 test_rmse=0.8340  test_acc=64.66%  (5.98s)
[1584/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.001  do=0.3  wd=0.0001 test_rmse=1.7169  test_acc=32.18%  (5.89s)
[1585/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.001  do=0.05 wd=0.005  test_rmse=2.4254  test_acc=19.11%  (5.85s)
[1586/10000] small3 hidden=128,64,32                bs=1024 lr=0.004  do=0.02 wd=0.0005 test_rmse=0.7628  test_acc=69.94%  (2.5s)
[1587/10000] base2  hidden=256,128                  bs=8192 lr=0.003  do=0.15 wd=1e-05  test_rmse=2.5001  test_acc=8.41%  (3.28s)
[1588/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0007 do=0.2  wd=0.001  test_rmse=2.0468  test_acc=30.16%  (5.68s)
[1589/10000] wide2  hidden=512,256                  bs=8192 lr=0.0003 do=0.0  wd=0.005  test_rmse=7.2869  test_acc=0.07%  (3.4s)
[1590/10000] base3  hidden=256,128,64               bs=1024 lr=0.0005 do=0.02 wd=0.0001 test_rmse=0.9895  test_acc=65.28%  (2.98s)
[1591/10000] wide2  hidden=512,256                  bs=8192 lr=0.004  do=0.02 wd=1e-06  test_rmse=1.4502  test_acc=39.46%  (3.75s)
[1592/10000] base2  hidden=256,128                  bs=2048 lr=0.0003 do=0.1  wd=0.0005 test_rmse=3.4594  test_acc=1.28%  (2.74s)
[1593/10000] wide3  hidden=512,256,128              bs=1024 lr=0.003  do=0.02 wd=1e-05  test_rmse=0.5427  test_acc=75.06%  (3.75s)
[1594/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0007 do=0.0  wd=1e-05  test_rmse=2.0963  test_acc=23.51%  (3.5s)
[1595/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0003 do=0.1  wd=0.005  test_rmse=2.0000  test_acc=26.11%  (5.76s)
[1596/10000] base3  hidden=256,128,64               bs=8192 lr=0.002  do=0.1  wd=0.0    test_rmse=2.9277  test_acc=9.80%  (3.32s)
[1597/10000] small3 hidden=128,64,32                bs=1024 lr=0.0005 do=0.0  wd=0.0001 test_rmse=1.3637  test_acc=41.20%  (2.83s)
[1598/10000] tiny2  hidden=64,32                    bs=2048 lr=0.0007 do=0.02 wd=0.0005 test_rmse=4.1993  test_acc=0.14%  (2.61s)
[1599/10000] small2 hidden=128,64                   bs=8192 lr=0.004  do=0.02 wd=0.005  test_rmse=2.7902  test_acc=8.70%  (3.06s)
[1600/10000] base2  hidden=256,128                  bs=1024 lr=0.002  do=0.1  wd=1e-05  test_rmse=0.7179  test_acc=72.84%  (2.96s)
[1601/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.001  do=0.1  wd=0.0001 test_rmse=3.2096  test_acc=6.85%  (4.14s)
[1602/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0015 do=0.3  wd=0.0001 test_rmse=1.5726  test_acc=48.56%  (5.72s)
[1603/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.001  do=0.3  wd=0.0005 test_rmse=1.0405  test_acc=61.31%  (4.14s)
[1604/10000] wide2  hidden=512,256                  bs=4096 lr=0.0003 do=0.02 wd=0.0001 test_rmse=3.4908  test_acc=0.00%  (3.79s)
[1605/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.003  do=0.3  wd=0.001  test_rmse=0.6661  test_acc=68.88%  (6.03s)
[1606/10000] base2  hidden=256,128                  bs=2048 lr=0.0005 do=0.0  wd=1e-06  test_rmse=1.8060  test_acc=28.13%  (2.73s)
[1607/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.003  do=0.05 wd=0.0005 test_rmse=0.8006  test_acc=64.19%  (5.83s)
[1608/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0025 do=0.1  wd=0.001  test_rmse=0.6063  test_acc=74.33%  (4.14s)
[1609/10000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.15 wd=1e-05  test_rmse=1.0845  test_acc=65.49%  (3.42s)
[1610/10000] small3 hidden=128,64,32                bs=2048 lr=0.0003 do=0.0  wd=0.005  test_rmse=4.9283  test_acc=0.11%  (2.55s)
[1611/10000] small3 hidden=128,64,32                bs=4096 lr=0.0025 do=0.1  wd=0.001  test_rmse=1.8031  test_acc=25.47%  (3.05s)
[1612/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.001  do=0.02 wd=1e-05  test_rmse=1.0807  test_acc=59.41%  (6.18s)
[1613/10000] base3  hidden=256,128,64               bs=8192 lr=0.0005 do=0.02 wd=0.0    test_rmse=10.9666  test_acc=0.00%  (3.35s)
[1614/10000] base2  hidden=256,128                  bs=1024 lr=0.001  do=0.05 wd=0.0001 test_rmse=0.8238  test_acc=69.62%  (2.78s)
[1615/10000] big4   hidden=1024,512,256,128         bs=8192 lr=0.0015 do=0.1  wd=0.0    test_rmse=1.7843  test_acc=49.94%  (5.77s)
[1616/10000] wide2  hidden=512,256                  bs=2048 lr=0.001  do=0.02 wd=0.0    test_rmse=1.0650  test_acc=65.50%  (3.53s)
[1617/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.0025 do=0.15 wd=0.001  test_rmse=1.3126  test_acc=64.25%  (3.74s)
[1618/10000] small3 hidden=128,64,32                bs=2048 lr=0.004  do=0.1  wd=0.0001 test_rmse=0.8021  test_acc=69.21%  (2.95s)
[1619/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0007 do=0.0  wd=1e-05  test_rmse=1.1332  test_acc=70.16%  (3.3s)
[1620/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0005 do=0.3  wd=1e-05  test_rmse=1.6530  test_acc=65.24%  (6.11s)
[1621/10000] big3   hidden=1024,512,256             bs=1024 lr=0.0003 do=0.15 wd=1e-06  test_rmse=1.2122  test_acc=70.64%  (7.03s)
[1622/10000] tiny2  hidden=64,32                    bs=4096 lr=0.0007 do=0.02 wd=0.0005 test_rmse=10.5986  test_acc=0.00%  (3.9s)
[1623/10000] big3   hidden=1024,512,256             bs=4096 lr=0.004  do=0.0  wd=1e-05  test_rmse=1.2619  test_acc=0.00%  (6.97s)
[1624/10000] wide2  hidden=512,256                  bs=8192 lr=0.0025 do=0.0  wd=0.0005 test_rmse=2.5777  test_acc=15.43%  (5.22s)
[1625/10000] small3 hidden=128,64,32                bs=2048 lr=0.004  do=0.0  wd=0.005  test_rmse=0.9456  test_acc=58.84%  (3.82s)
[1626/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0025 do=0.02 wd=0.0    test_rmse=2.3082  test_acc=17.23%  (8.22s)
[1627/10000] base3  hidden=256,128,64               bs=2048 lr=0.0025 do=0.0  wd=0.005  test_rmse=0.7285  test_acc=62.52%  (3.73s)
[1628/10000] small3 hidden=128,64,32                bs=8192 lr=0.0015 do=0.05 wd=0.001  test_rmse=5.5911  test_acc=0.00%  (4.75s)
[1629/10000] wide2  hidden=512,256                  bs=1024 lr=0.003  do=0.15 wd=0.0001 test_rmse=0.6782  test_acc=70.24%  (5.19s)
[1630/10000] tiny2  hidden=64,32                    bs=4096 lr=0.0007 do=0.15 wd=0.001  test_rmse=9.2274  test_acc=0.01%  (3.95s)
[1631/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.004  do=0.2  wd=0.001  test_rmse=1.2428  test_acc=48.33%  (5.8s)
[1632/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.002  do=0.05 wd=0.001  test_rmse=0.7751  test_acc=73.07%  (5.84s)
[1633/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.0007 do=0.15 wd=0.0    test_rmse=0.9503  test_acc=61.83%  (6.69s)
[1634/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.002  do=0.0  wd=0.0    test_rmse=0.7815  test_acc=69.67%  (3.47s)
[1635/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.002  do=0.3  wd=0.0    test_rmse=1.0095  test_acc=70.27%  (6.05s)
[1636/10000] small2 hidden=128,64                   bs=2048 lr=0.0003 do=0.02 wd=0.005  test_rmse=8.7944  test_acc=0.01%  (2.47s)
[1637/10000] base2  hidden=256,128                  bs=1024 lr=0.003  do=0.0  wd=0.001  test_rmse=0.5934  test_acc=74.42%  (2.54s)
[1638/10000] base2  hidden=256,128                  bs=8192 lr=0.0003 do=0.05 wd=0.001  test_rmse=11.2862  test_acc=0.00%  (3.29s)
[1639/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.004  do=0.15 wd=0.0005 test_rmse=0.5796  test_acc=68.18%  (5.87s)
[1640/10000] small2 hidden=128,64                   bs=2048 lr=0.0025 do=0.02 wd=1e-05  test_rmse=0.9637  test_acc=55.41%  (2.54s)
[1641/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0007 do=0.2  wd=1e-05  test_rmse=2.3231  test_acc=3.52%  (4.03s)
[1642/10000] small2 hidden=128,64                   bs=2048 lr=0.0007 do=0.02 wd=0.0001 test_rmse=2.5288  test_acc=8.26%  (2.51s)
[1643/10000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.3  wd=0.0005 test_rmse=1.5050  test_acc=49.05%  (2.39s)
[1644/10000] big3   hidden=1024,512,256             bs=4096 lr=0.002  do=0.0  wd=1e-06  test_rmse=1.4742  test_acc=44.09%  (4.72s)
[1645/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.002  do=0.2  wd=0.0    test_rmse=0.6550  test_acc=69.13%  (6.92s)
[1646/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0025 do=0.15 wd=0.001  test_rmse=1.7732  test_acc=28.79%  (6.96s)
[1647/10000] big5   hidden=1024,512,256,128,64      bs=1024 lr=0.0005 do=0.2  wd=0.005  test_rmse=0.9937  test_acc=71.08%  (6.9s)
[1648/10000] tiny2  hidden=64,32                    bs=2048 lr=0.003  do=0.1  wd=0.001  test_rmse=1.2951  test_acc=51.27%  (2.55s)
[1649/10000] small2 hidden=128,64                   bs=4096 lr=0.0015 do=0.05 wd=1e-06  test_rmse=2.8924  test_acc=7.70%  (3.26s)
[1650/10000] wide2  hidden=512,256                  bs=2048 lr=0.0005 do=0.0  wd=1e-06  test_rmse=1.2995  test_acc=60.90%  (3.02s)
[1651/10000] wide3  hidden=512,256,128              bs=4096 lr=0.004  do=0.0  wd=0.0001 test_rmse=1.4418  test_acc=0.00%  (3.67s)
[1652/10000] small3 hidden=128,64,32                bs=1024 lr=0.0007 do=0.2  wd=0.0001 test_rmse=1.5745  test_acc=50.88%  (2.63s)
[1653/10000] small2 hidden=128,64                   bs=2048 lr=0.002  do=0.0  wd=0.0001 test_rmse=1.1422  test_acc=57.42%  (2.59s)
[1654/10000] base3  hidden=256,128,64               bs=1024 lr=0.0015 do=0.3  wd=0.0    test_rmse=0.8112  test_acc=70.52%  (3.36s)
[1655/10000] small3 hidden=128,64,32                bs=1024 lr=0.0005 do=0.05 wd=1e-06  test_rmse=1.3496  test_acc=46.39%  (2.6s)
[1656/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0005 do=0.05 wd=0.0001 test_rmse=2.1950  test_acc=37.83%  (3.72s)
[1657/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0015 do=0.15 wd=0.005  test_rmse=1.4480  test_acc=45.61%  (6.07s)
[1658/10000] wide2  hidden=512,256                  bs=1024 lr=0.004  do=0.3  wd=1e-06  test_rmse=0.5282  test_acc=73.13%  (3.19s)
[1659/10000] small2 hidden=128,64                   bs=2048 lr=0.001  do=0.1  wd=0.001  test_rmse=1.7398  test_acc=27.24%  (2.72s)
[1660/10000] wide3  hidden=512,256,128              bs=8192 lr=0.0005 do=0.2  wd=0.0001 test_rmse=4.4642  test_acc=0.00%  (3.99s)
[1661/10000] deep4  hidden=512,256,128,64           bs=4096 lr=0.0025 do=0.05 wd=0.001  test_rmse=1.3983  test_acc=31.82%  (4.18s)
[1662/10000] wide2  hidden=512,256                  bs=4096 lr=0.003  do=0.05 wd=1e-05  test_rmse=1.2945  test_acc=28.07%  (3.66s)
[1663/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.001  do=0.05 wd=0.005  test_rmse=1.4785  test_acc=9.67%  (6.29s)
[1664/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.0005 do=0.0  wd=0.0    test_rmse=1.3054  test_acc=68.10%  (4.99s)
[1665/10000] small3 hidden=128,64,32                bs=4096 lr=0.004  do=0.05 wd=0.001  test_rmse=1.4711  test_acc=0.12%  (3.39s)
[1666/10000] big3   hidden=1024,512,256             bs=2048 lr=0.0007 do=0.02 wd=0.0001 test_rmse=1.1764  test_acc=66.88%  (5.67s)
[1667/10000] tiny2  hidden=64,32                    bs=1024 lr=0.0015 do=0.0  wd=1e-05  test_rmse=0.9725  test_acc=61.89%  (2.41s)
[1668/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0003 do=0.2  wd=1e-06  test_rmse=1.5706  test_acc=48.54%  (4.19s)
[1669/10000] big3   hidden=1024,512,256             bs=1024 lr=0.003  do=0.2  wd=0.0001 test_rmse=0.5277  test_acc=73.65%  (6.23s)
[1670/10000] tiny2  hidden=64,32                    bs=4096 lr=0.002  do=0.02 wd=0.0    test_rmse=4.5802  test_acc=0.04%  (2.8s)
[1671/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.002  do=0.05 wd=0.0001 test_rmse=0.8031  test_acc=70.58%  (3.98s)
[1672/10000] small3 hidden=128,64,32                bs=8192 lr=0.003  do=0.0  wd=1e-06  test_rmse=3.8397  test_acc=2.43%  (3.09s)
[1673/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0003 do=0.05 wd=0.005  test_rmse=1.5117  test_acc=61.11%  (3.97s)
[1674/10000] big4   hidden=1024,512,256,128         bs=2048 lr=0.002  do=0.2  wd=0.0    test_rmse=1.0873  test_acc=61.96%  (5.47s)
[1675/10000] base2  hidden=256,128                  bs=2048 lr=0.001  do=0.1  wd=0.0005 test_rmse=1.2633  test_acc=52.64%  (3.51s)
[1676/10000] wide3  hidden=512,256,128              bs=2048 lr=0.003  do=0.05 wd=0.001  test_rmse=0.7612  test_acc=70.49%  (4.68s)
[1677/10000] small2 hidden=128,64                   bs=2048 lr=0.0015 do=0.0  wd=0.0    test_rmse=1.3226  test_acc=35.96%  (2.75s)
[1678/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0003 do=0.2  wd=0.001  test_rmse=3.2790  test_acc=0.00%  (4.16s)
[1679/10000] wide3  hidden=512,256,128              bs=2048 lr=0.0025 do=0.1  wd=0.001  test_rmse=1.1350  test_acc=65.46%  (3.63s)
[1680/10000] small3 hidden=128,64,32                bs=1024 lr=0.0003 do=0.02 wd=1e-05  test_rmse=2.2762  test_acc=8.38%  (2.78s)
[1681/10000] small3 hidden=128,64,32                bs=8192 lr=0.002  do=0.2  wd=1e-06  test_rmse=4.9125  test_acc=0.00%  (3.58s)
[1682/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.004  do=0.2  wd=0.005  test_rmse=0.6867  test_acc=71.84%  (3.95s)
[1683/10000] small2 hidden=128,64                   bs=8192 lr=0.004  do=0.1  wd=0.0001 test_rmse=3.0672  test_acc=0.34%  (3.32s)
[1684/10000] deep4  hidden=512,256,128,64           bs=2048 lr=0.001  do=0.0  wd=1e-05  test_rmse=1.0433  test_acc=65.53%  (3.62s)
[1685/10000] small2 hidden=128,64                   bs=2048 lr=0.0007 do=0.02 wd=1e-06  test_rmse=2.2742  test_acc=17.20%  (2.55s)
[1686/10000] big3   hidden=1024,512,256             bs=1024 lr=0.001  do=0.05 wd=0.0005 test_rmse=0.7012  test_acc=72.60%  (5.29s)
[1687/10000] wide2  hidden=512,256                  bs=2048 lr=0.004  do=0.0  wd=0.001  test_rmse=0.5591  test_acc=74.71%  (2.97s)
[1688/10000] tiny2  hidden=64,32                    bs=8192 lr=0.004  do=0.05 wd=0.0005 test_rmse=4.7887  test_acc=0.00%  (2.82s)
[1689/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.0025 do=0.0  wd=1e-06  test_rmse=3.1263  test_acc=7.18%  (4.67s)
[1690/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0025 do=0.0  wd=0.0005 test_rmse=2.1088  test_acc=0.00%  (3.86s)
[1691/10000] small3 hidden=128,64,32                bs=8192 lr=0.0015 do=0.02 wd=0.001  test_rmse=5.5665  test_acc=0.01%  (3.03s)
[1692/10000] wide2  hidden=512,256                  bs=2048 lr=0.0005 do=0.0  wd=0.005  test_rmse=1.2996  test_acc=60.89%  (3.0s)
[1693/10000] base3  hidden=256,128,64               bs=1024 lr=0.001  do=0.2  wd=1e-06  test_rmse=1.3361  test_acc=61.21%  (2.69s)
[1694/10000] big3   hidden=1024,512,256             bs=1024 lr=0.0005 do=0.2  wd=0.0001 test_rmse=1.0928  test_acc=72.31%  (5.31s)
[1695/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0005 do=0.0  wd=0.001  test_rmse=2.1051  test_acc=0.00%  (4.83s)
[1696/10000] small2 hidden=128,64                   bs=2048 lr=0.001  do=0.1  wd=0.0001 test_rmse=2.2699  test_acc=12.63%  (2.36s)
[1697/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0025 do=0.2  wd=0.0005 test_rmse=1.6412  test_acc=44.45%  (3.97s)
[1698/10000] small3 hidden=128,64,32                bs=1024 lr=0.002  do=0.3  wd=0.0005 test_rmse=1.0634  test_acc=59.39%  (2.43s)
[1699/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.0015 do=0.2  wd=0.001  test_rmse=2.4947  test_acc=15.99%  (4.07s)
[1700/10000] tiny2  hidden=64,32                    bs=8192 lr=0.0003 do=0.02 wd=0.0001 test_rmse=12.9274  test_acc=0.00%  (2.87s)
[1701/10000] tiny2  hidden=64,32                    bs=1024 lr=0.0015 do=0.02 wd=0.0005 test_rmse=1.1795  test_acc=54.17%  (2.2s)
[1702/10000] small3 hidden=128,64,32                bs=1024 lr=0.0015 do=0.3  wd=0.0    test_rmse=1.1143  test_acc=47.75%  (2.48s)
[1703/10000] base3  hidden=256,128,64               bs=1024 lr=0.0025 do=0.3  wd=1e-06  test_rmse=0.7926  test_acc=62.62%  (2.93s)
[1704/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.0025 do=0.0  wd=0.0005 test_rmse=0.4700  test_acc=76.58%  (5.16s)
[1705/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0015 do=0.05 wd=1e-05  test_rmse=0.7307  test_acc=73.65%  (4.14s)
[1706/10000] base2  hidden=256,128                  bs=1024 lr=0.004  do=0.05 wd=1e-05  test_rmse=0.5339  test_acc=74.87%  (2.95s)
[1707/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.003  do=0.1  wd=0.0001 test_rmse=0.5652  test_acc=74.01%  (6.06s)
[1708/10000] wide2  hidden=512,256                  bs=2048 lr=0.004  do=0.3  wd=1e-06  test_rmse=0.7272  test_acc=72.75%  (3.52s)
[1709/10000] big3   hidden=1024,512,256             bs=8192 lr=0.002  do=0.0  wd=1e-06  test_rmse=2.4666  test_acc=16.97%  (4.67s)
[1710/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0025 do=0.15 wd=0.005  test_rmse=1.5050  test_acc=40.64%  (3.87s)
[1711/10000] small3 hidden=128,64,32                bs=4096 lr=0.003  do=0.02 wd=1e-05  test_rmse=1.7964  test_acc=34.58%  (2.99s)
[1712/10000] big4   hidden=1024,512,256,128         bs=1024 lr=0.001  do=0.05 wd=0.005  test_rmse=0.8442  test_acc=66.18%  (5.65s)
[1713/10000] wide3  hidden=512,256,128              bs=1024 lr=0.001  do=0.02 wd=1e-05  test_rmse=0.8610  test_acc=72.56%  (3.6s)
[1714/10000] base2  hidden=256,128                  bs=8192 lr=0.001  do=0.15 wd=0.001  test_rmse=4.9653  test_acc=0.00%  (3.25s)
[1715/10000] wide2  hidden=512,256                  bs=1024 lr=0.0007 do=0.2  wd=0.0001 test_rmse=1.6709  test_acc=57.38%  (3.23s)
[1716/10000] small3 hidden=128,64,32                bs=8192 lr=0.0003 do=0.2  wd=0.005  test_rmse=12.8152  test_acc=0.00%  (3.05s)
[1717/10000] deep4  hidden=512,256,128,64           bs=1024 lr=0.0003 do=0.15 wd=0.001  test_rmse=1.5468  test_acc=64.96%  (3.89s)
[1718/10000] base2  hidden=256,128                  bs=4096 lr=0.004  do=0.3  wd=0.005  test_rmse=1.0080  test_acc=58.06%  (3.18s)
[1719/10000] small3 hidden=128,64,32                bs=1024 lr=0.0025 do=0.02 wd=1e-05  test_rmse=0.7459  test_acc=69.25%  (2.49s)
[1720/10000] tiny2  hidden=64,32                    bs=1024 lr=0.003  do=0.3  wd=1e-06  test_rmse=1.0593  test_acc=54.39%  (2.19s)
[1721/10000] small2 hidden=128,64                   bs=1024 lr=0.001  do=0.15 wd=0.005  test_rmse=1.0171  test_acc=63.94%  (2.43s)
[1722/10000] base3  hidden=256,128,64               bs=8192 lr=0.001  do=0.3  wd=0.0001 test_rmse=4.0052  test_acc=1.33%  (3.25s)
[1723/10000] wide3  hidden=512,256,128              bs=1024 lr=0.0005 do=0.1  wd=0.0005 test_rmse=1.6291  test_acc=61.00%  (3.54s)
[1724/10000] tiny2  hidden=64,32                    bs=2048 lr=0.0003 do=0.2  wd=0.0    test_rmse=9.8134  test_acc=0.01%  (2.41s)
[1725/10000] wide2  hidden=512,256                  bs=2048 lr=0.002  do=0.02 wd=1e-05  test_rmse=1.0257  test_acc=65.01%  (3.31s)
[1726/10000] small3 hidden=128,64,32                bs=1024 lr=0.003  do=0.05 wd=0.001  test_rmse=0.8940  test_acc=67.19%  (2.48s)
[1727/10000] tiny2  hidden=64,32                    bs=8192 lr=0.001  do=0.05 wd=0.0001 test_rmse=11.9548  test_acc=0.00%  (2.89s)
[1728/10000] deep4  hidden=512,256,128,64           bs=8192 lr=0.003  do=0.0  wd=0.001  test_rmse=2.4746  test_acc=15.40%  (3.56s)
[1729/10000] big4   hidden=1024,512,256,128         bs=4096 lr=0.0015 do=0.0  wd=0.0005 test_rmse=1.8024  test_acc=44.70%  (4.7s)
[1730/10000] big3   hidden=1024,512,256             bs=2048 lr=0.0015 do=0.05 wd=0.0001 test_rmse=0.9166  test_acc=71.22%  (5.31s)
[1731/10000] small3 hidden=128,64,32                bs=4096 lr=0.0003 do=0.15 wd=0.005  test_rmse=11.8536  test_acc=0.00%  (3.0s)
[1732/10000] wide2  hidden=512,256                  bs=1024 lr=0.0003 do=0.3  wd=0.0005 test_rmse=1.2528  test_acc=65.10%  (3.5s)
[1733/10000] big5   hidden=1024,512,256,128,64      bs=2048 lr=0.0025 do=0.0  wd=1e-05  test_rmse=0.7002  test_acc=72.42%  (4.95s)
[1734/10000] base3  hidden=256,128,64               bs=4096 lr=0.002  do=0.15 wd=0.0005 test_rmse=1.9241  test_acc=29.50%  (3.46s)
[1735/10000] wide3  hidden=512,256,128              bs=8192 lr=0.0007 do=0.2  wd=0.005  test_rmse=3.2080  test_acc=0.00%  (4.1s)
[1736/10000] tiny2  hidden=64,32                    bs=1024 lr=0.0015 do=0.1  wd=0.0005 test_rmse=1.0217  test_acc=65.41%  (2.29s)
[1737/10000] base2  hidden=256,128                  bs=8192 lr=0.0015 do=0.0  wd=1e-05  test_rmse=3.2861  test_acc=0.00%  (3.19s)
[1738/10000] big5   hidden=1024,512,256,128,64      bs=4096 lr=0.0015 do=0.1  wd=0.0005 test_rmse=2.2874  test_acc=22.64%  (5.94s)
[1739/10000] small2 hidden=128,64                   bs=8192 lr=0.0005 do=0.05 wd=0.0    test_rmse=12.3806  test_acc=0.00%  (3.14s)
[1740/10000] big5   hidden=1024,512,256,128,64      bs=8192 lr=0.004  do=0.0  wd=0.0    test_rmse=3.4118  test_acc=6.67%  (4.89s)
[1741/10000] base2  hidden=256,128                  bs=8192 lr=0.0003 do=0.0  wd=0.0001 test_rmse=11.2723  test_acc=0.00%  (3.06s)
[1742/10000] wide3  hidden=512,256,128              bs=4096 lr=0.0025 do=0.05 wd=1e-06  test_rmse=1.8829  test_acc=29.43%  (3.83s)
